store_name,date,review,length,review_check,menu,mood,service,price,clean,room,parking,photo,sum
느린마을양조장 강남점,2017.10.23,강남역 9번출구 바로 앞에서 찾기 쉽습니다 1인다 2만원이면 저녁을 안 먹고 가도 막걸리랑 안주 배부르게 먹을 수 있습니다 이용에 큰 불편은 없었고 주점이라 그런지 조명이 약간 어둡습니다,104,강남역 9번 출구 바로 앞에서 찾기 쉽습니다 1인당 2만원이면 저녁을 안 먹고 가도 막걸리랑 안주 배부르게 먹을 수 있습니다 이용에 큰 불편은 없었고 주점이라 그런지 조명이 약간 어둡습니다,1,1,0,1,0,0,0,0,3
느린마을양조장 강남점,2017.10.23,다양한 주류와 메뉴 인테리어등이 만족스러웠으나 직원호출벨이 없고 기본안주가 나오지않는등의 서비스는 부족한듯,60,다양한 주류와 메뉴 인테리어 등이 만족스러웠으나 직원 호출 벨이 없고 기본 안주가 나오지 않는 등의 서비스는 부족한 듯,1,1,1,0,0,0,0,0,3
딘타이펑 강남점,2017.10.24,너무나 맛있는 음식을 친절한 도움을 받으며 먹었습니다 직원분들 친절하시고 좋아요 음식은 맛있고 좋아요 저녁 7시 예약하고 방문했는데 예약 안했으 면 한참 기다릴 뻔 했어요 웃음 역시 사람이 많은 곳에는 이유가 있는 법이죠 게다가 네이버예약을 통해서 예약했더니 무려 음료 2잔을 서비스로 꼭 네이버예약으로 딘타이펑 강남역점 이용하시고 맛있는 음식과 친절한 서비스 무료 음료 2잔의 행복도 느껴보세요,221,너무나 맛있는 음식을 친절한 도움을 받으며 먹었습니다 직원분들 친절하시고 좋아요 음식은 맛있고 좋아 저녁 7시 예약하고 방문했는데 예약 안 했으면 한참 기다릴 뻔했어요 웃음 역시 사람이 많은 곳에는 이유가 있는 법이죠 게 다가 네이버예약을 통해서 예약했더니 무려 음료 2잔을 서비스로 꼭 네이버예약으로 딘타이펑 강남역점 이용하시고 맛있는 음식과 친절한 서비스 무료 음료 2잔의 행복도 느껴보세요,1,0,1,0,0,1,0,0,3
느린마을양조장 강남점,2017.10.26,4명이서 갔는데 일단 술은 느린마을 막걸리니까 다연히 최고였구요 분위기도 좋았고 안주도 양이 적다는 이야기들이 많으셨는데 나름 나쁘지 않았던 양입니다 개인적으로 김치전을 좋아하고 가격대도 저렴했기에 추가안주로 시키려 했지만 오늘 분량이 이미 다 팔렸다고 안된다고 하시더군요 8시 30분 정도였는데 그게 좀 아쉬웠네요 다음 번에도 즐겁게 방문할 것 같습니다,199,4명이 써 갔는데 일단 술은 느린마을 막걸리니까 당연히 최고였고요 분위기도 좋았고 안주 도양이 적다는 이야기들이 많으셨는데 나름 나쁘지 않았던 양입니다 개인적으로 김치전을 좋아하고 가격대도 저렴했기에 추가 안주로 시키려 했지만 오늘 분량이 이미 다 팔렸다고 안 된다고 하시더군 8시 30분 정도였는데 그게 좀 아쉬웠네요 다음번에도 즐겁게 방문할 것 같습니다,1,0,0,1,0,1,0,0,3
딘타이펑 강남점,2017.10.4,매장을 넓고 깨끗했어요 외국 딘타이펑에서 샤오룽바오를 너무 맛있게 먹어서 가봤는데 돼지고기가 달라 그런지 살살 녹는 맛은 아니네요 외국에서는 돼지고기 속이 굉장히 부드러웠거든요 그래서 육즙과 어우러져 사르르 녹는 느낌이었죠 새우완탕면 맛있었어요 국물도 깨끗하고 시원하구요,152,매장을 넓고 깨끗했어요 외국 딘타이펑에서 샤오룽바오를 너무 맛있게 먹어서 가봤는데 돼지고기가 달라 그런지 살살 녹는 맛은 아니네요 외국에서는 돼지고기 속이 굉장히 부드러웠거든요 그래서 육즙과 어우러져 사르르 녹는 느낌이었죠 새우 완탕면 맛있었어요 국물도 깨끗하고 시원하고요,1,1,0,0,1,0,0,0,3
딘타이펑 강남점,2017.11.10,좋은자리 마련해주셔서 감사합니다 늦어서 30분 예약 미뤘는데도 친절하게 바로 자리 안내해주셔서 감사합니다,58,좋은 자리 마련해 주셔서 감사합니다 늦어서 30분 예약 미뤘는데도 친절하게 바로 자리 안내해주셔서 감사합니다,0,1,1,0,0,1,0,0,3
느린마을양조장 강남점,2017.11.11,정말 막걸리 맛이 이렇게 다른줄 몰랐네요 너무 맛있습니다 꼭 시골에 내려가서 담근 그맛이 나는거 같더라구요 친구들하고 같이 갔는데 다음번에 또 가고 싶네요 강추합니다 근데 오돌뼈 안주는 너무 딱딱하고 커서 많이 남겼습니다 실망 다른 안주는 다 맛있었네요 웃음,145,정말 막걸리 맛이 이렇게 다른 줄 몰랐네요 너무 맛있습니다 꼭 시골에 내려가서 담근 그 맛이 나는 거 같더라고요 친구들하고 같이 갔는데 다음번에 또 가고 싶네요 강추합니다 근데 오도독뼈 안주는 너무 딱딱하고 커서 많이 남겼습니다 실망 다른 안주는 다 맛있었네요 웃음,1,1,0,0,0,1,0,0,3
딘타이펑 강남점,2017.11.15,워낙 단골이라 웃음 맛은 잘알아서 웃음 너무좋은자리 주셔서 감사했습니다 음료수도 너무잘먹었어요 하트 근데 샘플러를 시켰는데 다말라 비틀어져있고 다 터져있고 실망 단골이기도하고 너무잘해주셔서 그냥먹었는데 너무 아쉬웠습니다  그리고 완자스프도 새우가 너무 딱딱했어요 실망 잘 조절 부탁드릴게요 제가 운이 없어서 그렇게 걸린것같은데 단골인데 아쉽네요 실망 서비스에는 100점 드릴게요,211,워낙 단골이라 웃음 맛은 잘 알아서 웃음 너무 좋은 자리 주셔서 감사했습니다 음료수도 너무 잘 먹었어요 하트 근데 샘플러를 시켰는데다 말라비틀어져 있고 다 터져 있고 실망 단골이기도 하고 너무 잘해주셔서 그냥 먹었는데 너무 아쉬웠습니다 그리고 완자 스프도 새우가 너무 딱딱했어요 실망 잘 조절 부탁드릴게요 제가 운이 없어서 그렇게 걸린 것 같은데 단골인데 아쉽네요 실망 서비스에는 100점 드릴게요,1,1,1,0,0,0,0,0,3
느린마을양조장 강남점,2017.11.17,안주는 조금 비싼 감이 앖지 않아 있지만 막걸리 정말 맛있습니다 겨울 맛보고 싶었는데 겨울은 없었지만 그래도 봄 여름 가을까지 정말 잘 즐기고 왔습니다 웃음,87,안주는 조금 비싼 감이 없지 않아 있지만 막걸리 정말 맛있습니다 겨울 맛보고 싶었는데 겨울은 없었지만 그래도 봄 여름 가을까지 정말 잘 즐기고 왔습니다 웃음,1,0,1,1,0,0,0,0,3
느린마을양조장 강남점,2017.11.22,후배들과 연말모임 분위기도 좋고 술도 다양하게 종류별로 마시고 좋았어용 복분자주 맛있어요 단체테이블이 가까워 시끄러웠던 아쉬웠어용,72,후배들과 연말 모임 분위기도 좋고 술도 다양하게 종류별로 마시고 좋았어 용복 분자 주 맛있어요 단체 테이블이 가까워 시끄러웠던 아쉬웠어용,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.11.29,양재점에 몇번 간 경험이 있는데 양재점보다 공간의 느낌이 훨씬 아기자기하고 좋았어요  막걸리 생산사춘 국화주 모두 밖에서 파는것보다 더 맛있었어요  대여섯명 모임에 딱인듯,95,양재점에 몇 번 간 경험이 있는데 양재 점보다 공간의 느낌이 훨씬 아기자기하고 좋았어요 막걸리 생산 사촌 국화주 모두 밖에서 파는 것보다 더 맛있었어요 대여섯명 모임에 딱인 듯,1,1,0,0,0,1,0,0,3
딘타이펑 강남점,2017.12.14,우육면이랑 모듬샤오룽바오 게살볶음밥먹었어요 우육면은 맛있는데 좀 짜요 고기는 진짜 맛있어요 샤오룽바오는 말안해도 진짜 육즙팡팡 끝내주고 게살볶음밥 게살도많고 뜨끈뜨끈 삼삼한게 진짜맛있었어요 직원분들도 엄청엄청 친절하시고 근데 왜인지 자꾸 춥더라구여 실망 마니마니추웟어요 입구자리아닌데도 불구하고,164,우육면이랑 모듬샤오룽바오 게살볶음밥 먹었어요 우육면은 맛있는데 좀 짜요 고기는 진짜 맛있어요 샤오룽바오는 말 안 해도 진짜 육즙 팡팡 끝내주고 게살볶음밥 게살도 많고 뜨끈뜨끈 삼삼한 게 진짜 맛있었어요 직원분들도 엄청 엄청 친절하시고 근데 왜인지 자꾸 춥더라고 여 실망 마니 마니 추웠어요 입구 자리 아닌데도 불구하고,1,1,1,0,0,0,0,0,3
느린마을양조장 강남점,2017.12.16,안쪽 룸 배정해주셔서 송년모이무아주 잘했네요 맛난 막걸리 실컷 먹고 안주도 맛있게 먹었는데 금액도 저렴 웃음 다음에도 다시 갈 의향 100네요 다만 안쪽 룸 2개 중 1개가 직원 환복실이랑 연결되어서 중간중간 젊은 총각들이 왔다갔다 한다는 건 안 비밀,140,안쪽 룸 배정해주셔서 송년 모임의 아주 잘했네요 맛난 막걸리 실컷 먹고 안주도 맛있게 먹었는데 금액도 저렴 웃음 다음에도 다시 갈 의향 100네요 다만 안쪽 룸 2개 중 1개가 직원 환 복실이랑 연결되어서 중간중간 젊은 총각들이 왔다 갔다 한다는 건 안 비밀,1,0,0,1,0,1,0,0,3
느린마을양조장 강남점,2017.12.2,예약 친절하게 진행해주시고  음식과 막걸리도 맛있음,28,예약 친절하게 진행해주시고 음식과 막걸리도 맛있음,1,0,1,0,0,1,0,0,3
딘타이펑 강남점,2017.12.20,자주 가는 음식점으로 음식맛은 믿고 예약했고 기대만큼 맛있었습니다 하지만 5시30분 예약방문한 후 일행을 기다리는동안 화장실에 다녀왔는데   화장실상태가 엉망이더군요 본격적으로 저녁식사 시간이 시작될 시점이었는데 말이죠 화장실문을 열자마자 핸드타올 쓰레기통이 너무치는 상태  였고 화장실에 화장지도 다 떨어진 상태였어요 스텝도 많은데 작은 부분까지 꼼꼼하게 점검하는 등 음식점 명성에 맞는 서비스 부탁드립니다,229,자주 가는 음식점으로 음식 맛은 믿고 예약했고 기대만큼 맛있었습니다 하지만 5시 30분 예약 방문한 후 일행을 기다리는 동안 화장실에 다녀왔는데 화장실 상태가 엉망이 더군요 본격적으로 저녁식사 시간이 시작될 시점이었는데 말이죠 화장실 문을 열자마자 핸드타월 쓰레기통이 너무 치는 상태였고 화장실에 화장지도 다 떨어진 상태였어요 스텝도 많은데 작은 부분까지 꼼꼼하게 점검하는 등 음식점 명성에 맞는 서비스 부탁드립니다,1,0,0,0,1,1,0,0,3
느린마을양조장 강남점,2017.12.27,일찍 예약하고 동창모임으로 조용한 방을 부탁했더니 연말임에도 방으로 예약잡아주셔서 조용히 즐겁게 송년회를 마쳤습니다 막걸리도 맛있었는데 봄 여름 가을 겨울 모두 맛을 보려고했더니 겨울은 없다고하더라구요 겨울에 겨울맛을 못봤다고 농담을 했지만 좀 아쉬웠고 안주는 아주 맛있다는 생각은 들지않지만 무난했습니다,171,일찍 예약하고 동창 모임으로 조용한 방을 부탁했더니 연말임에도 방으로 예약 잡아주셔서 조용히 즐겁게 송년회를 마쳤습니다 막걸리도 맛있었는데 봄 여름 가을 겨울 모두 맛을 보려고 했더니 겨울은 없다고 하더라고 겨울에 겨울 맛을 못 봤다고 농담을 했지만 좀 아쉬웠고 안주는 아주 맛있다는 생각은 들지 않지만 무난했습니다,1,0,1,0,0,1,0,0,3
느린마을양조장 강남점,2017.12.28,분위기도좋고 맛도좋고  최고였습니다 다만  벨이없어서 웃음,32,분위기도 좋고 맛도 좋고 최고였습니다 다만 벨이 없어서 웃음,1,1,1,0,0,0,0,0,3
느린마을양조장 강남점,2017.12.30,예약하고 가서 편하게 이용했습니다   그런데 겨울은 대체 언제 마셔볼 수 있나요,44,예약하고 가서 편하게 이용했습니다 그런데 겨울은 대체 언제 마셔볼 수 있나요,1,0,1,0,0,1,0,0,3
느린마을양조장 강남점,2017.12.31,정말맛있게 잘먹었습니다 양재본점도 가봤는데 1줄평으로 차이점을 논하자면 양재본점 식사메뉴가 다양  분위기가 스윗 강남점  공간이 넓음 위 두가지 차이외에는 동일한것같아요  다음에도 다시예약하겠습니다 감사해요 맛있게 잘먹었습니다,127,정말 맛있게 잘 먹었습니다 양재 본점도 가봤는데 1줄 평으로 차이점을 논하자면 양재 본점 식사 메뉴가 다양 분위기가 스위트 강남점 공간이 넓음 위 두 가지 차이 외에는 동일한 것 같아요 다음에도 다시 예약하겠습니다 감사해 맛있게 잘 먹었습니다,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.12.4,양재점 가다가 처음으로 가봤는데 분위기도 좋고 안주도 정말 맛있었습니다   함께 가신분들도 모두 만족한 즐거운 모임 장소였습니다,71,양재점 가다가 처음으로 가봤는데 분위기도 좋고 안주도 정말 맛있었습니다 함께 가신 분들도 모두 만족한 즐거운 모임 장소였습니다,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.12.4,예약해서 바로 들어갈 수 있었고 맛이나 분위기도 다 좋았어요,33,예약해서 바로 들어갈 수 있었고 맛이나 분위기도 다 좋았어요,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.12.5,단체모임 하기 좋았어요 다만 불러도 잘 오지 않는 서버분 실망 조금 불편했습니다만 편히 즐겼습니다 음식도 나쁘지 않았어요,67,단체 모임 하기 좋았어요 다만 불러도 잘 오지 않는 서버 분 실망 조금 불편했습니다만 편히 즐겼습니다 음식도 나쁘지 않았어요,1,0,1,0,0,1,0,0,3
느린마을양조장 강남점,2017.12.5,여러명으로 예약했는데 룸으로 주셔서 편하게 잘 즐기다 갑니다 음식도 빠르게 서빙 되어서 좋았어요 웃음 막걸리 맛은 정말 굿,68,여러 명으로 예약했는데 룸으로 주셔서 편하게 잘 즐기다 가보니 다 음식도 빠르게 서빙되어서 좋았어 웃음 막걸리 맛은 정말 굿,1,0,1,0,0,1,0,0,3
라그릴리아 SPC스퀘어점,2017.2.13,분명히 예약확정받고 갔는데 전혀 예약이 안되어있어서 손님모시고갔다가 어이가 없었던하지만 다행이 자리가 있어서 앉을수는 있었지만 아직 네이버예약은 좀 아닌것 같네요 음식과 분위기는 항상 이용할때마다 만족입니다,115,분명히 예약 확정받고 갔는데 전혀 예약이 안 되어 있어서 손님 모시고 갔다가 어이가 없었던 하지만 다행히 자리가 있어서 앉을 수는 있었지만 아직 네이버예약은 좀 아닌 것 같네요 음식과 분위기는 항상 이용할 때마다 만족입니다,1,1,0,0,0,1,0,0,3
라그릴리아 SPC스퀘어점,2017.2.21,너무 좋았습니다    예약하니 자리도 좋은 곳으로 주시고    너무너무 마음에 들었어요,48,너무 좋았습니다 예약하니 자리도 좋은 곳으로 주시고 너무너무 마음에 들었어요,0,1,1,0,0,1,0,0,3
라그릴리아 SPC스퀘어점,2017.4.13,예약시스템 뭐가 문제지  네이버 라그릴리아 몇번의 문자가 왔다갔다했는데 막상 도착해보니 예약이 안되어 있다 황당 다행히 자리는 있어서 문제없이 식사는 했지만 시스템이 이러면 어떻게 믿고 예약하겠는가  음식은 샐러드나 파스타는 좋았으나 스톤스테이크 초보자는 권하지 않는다 너무 익어버린다 스톤을 이용하지 않고 그냥 익힘정도는 말하고 주문하는게 좋다,193,예약 시스템 뭐가 문제지 네이버 라그릴리아 몇 번의 문자가 왔다 갔다 했는데 막상 도착해보니 예약이 안 되어 있다 황당 다행히 자리는 있어서 문제없이 식사는 했지만 시스템이 이러면 어떻게 믿고 예약하겠는가 음식은 샐러드나 파스타는 좋았으나 스톤 스테이크 초보자는 권하지 않는다 너무 익어버린 다시 스톤을 이용하지 않고 그냥 익힘 정도는 말하고 주문하는 게 좋다,1,0,1,0,0,1,0,0,3
라그릴리아 SPC스퀘어점,2017.4.18,sk할인도 받고 음식도 맛있게 잘먹었습니다  분위기 굳,30,sk 할인도 받고 음식도 맛있게 잘 먹었습니다 분위기 굿,1,1,0,1,0,0,0,0,3
느린마을양조장 강남점,2017.6.28,12명 단체예약해서 이용했습니다 가게 분위기가 좋고 안주류가 정갈해서 좋았습니다 막걸리 양조장 컨셉이라 막걸리가 종류별로 많은데 어르신들이 많은 단체면 가을이나 겨울이 젊은 분들이 모이시면 봄 여름이 좋을것 같네요 안주가격은 강남인걸 감안하면 적다한 선인 건 같습니다 괜찮은 곳이에요 데이트나 모임 등등 여러 자리에 무난하게 어울릴 것 같습니다,192,12명 단체 예약해서 이용했습니다가 게 분위기가 좋고 안주류가 정갈해서 좋았습니다 막걸리 양조장 콘셉트라 막걸리가 종류별로 많은데 어르신들이 많은 단체면 가을이나 겨울이 젊은 분들이 모이시면 봄 여름이 좋을 것 같네요 안주 가격은 강남인 걸 감안하면 적당한 선인 건 같습니다 괜찮은 곳이에요 데이트나 모임 등등 여러 자리에 무난하게 어울릴 것 같습니다,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.6.30,공간내 흡음재가 거의 없어 조용한 공간을 선호하는 사람들에게는 추천하지 않는다 하지만 예약을 한 덕분에 룸에 앉을 수 있어서 8명이 앉아서 단일 주제로 이야기를 하는데 불편함은 없었다 막걸리를 꽤 마셨는데도 다음날 아침 숙취도 없고 음식도 나쁘지 않다 서빙하는 친구가 힘들었는지 조금 찌푸린 얼굴이라 편하지는 않았다 2030대가 주 고객으로 보인다 항상 모임하면 가던 삼겹살집 보다는 훨씬 분위기며 술 음식 가격 모두 만족스럽다,240,공간 내 흡음재가 거의 없어 조용한 공간을 선호하는 사람들에게는 추천하지 않는다 하지만 예약을 한 덕분에 룸에 앉을 수 있어서 8명이 앉아서 단일 주제로 이야기를 하는데 불편함은 없었다 막걸리를 꽤 마셨는데도 다음날 아침 숙취도 없고 음식도 나쁘지 않다 서빙하는 친구가 힘들었는지 조금 찌푸린 얼굴이라 편하지는 않았다 2030대가 주 고객으로 보인 다 항상 모임 하면 가던 삼겹살집보다는 훨씬 분위기며 술 음식 가격 모두 만족스럽다,1,0,0,1,0,1,0,0,3
느린마을양조장 강남점,2017.7.25,사전예약으로 코너석 및 안내는 좋았으며주류와 음식은 깔끔하나 주문밸이 없고 서버분들이 너무 불친절한 점은 단점,61,사전 예약으로 코너석 및 안내는 좋았으며 주류와 음식은 깔끔하나 주문 벨 이 없고 서버분들이 너무 불친절한 점은 단점,1,0,1,0,0,1,0,0,3
느린마을양조장 강남점,2017.7.29,막걸리 맛도 괜찮았지만 안주가 참 담백하고 맛있었습니다   봄여름가을 순서대로 막걸리의 단맛 느껴졌습니다 겨울 막걸리는 시기상 판매하지 않았음 개인적으로는 달지 않아서 가을 맛걸리가 가장 좋았습니다   단체석은 좋았지만 홀은 약간 시끄로웠습니다,137,막걸리 맛도 괜찮았지만 안주가 참 담백하고 맛있었습니다 봄 여름 가을 순서대로 막걸리의 단맛 느껴졌습니다 겨울 막걸리는 시기상 판매하지 않았음 개인적으로는 달지 않아서 가을 맛 컬리가 가장 좋았습니다 단체석은 좋았지만 홀은 약간 시끄러웠습니다,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.7.5,음식과 술의 맛 뿐만 아니라 분위기도 너무 좋아서 다들 만족스러운 모임을 보낼 수 있었습니다,52,음식과 술의 맛뿐만 아니라 분위기도 너무 좋아서 다들 만족스러운 모임을 보낼 수 있었습니다,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.7.6,조용한 자리로 부탁드렸는데 좋은 자리 주셔서 맛있는 음식과 술 잘 먹고 왔습니다 웃음,47,조용한 자리로 부탁드렸는데 좋은 자리 주셔서 맛있는 음식과 술 잘 먹고 왔습니다 웃음,1,1,1,0,0,0,0,0,3
느린마을양조장 강남점,2017.7.7,예약하고 가서 안기다리고 잘먹었어요  조금 시끄럽지만 안주랑 막걸리 맛있어요,42,예약하고 가서 안 기다리고 잘 먹었어요 조금 시끄럽지만 안주랑 막걸리 맛있어요,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.7.8,항상 사람 많은 곳인데 이렇게 미리 예약 가능해서 좋아요 막걸리도 맛있고 안주도 맛있습니다 다만 항상 사람이 많아서 시끌시끌한 건 좀 단점실망,79,항상 사람 많은 곳인데 이렇게 미리 예약 가능해서 좋아요 막걸리도 맛있고 안주도 맛있습니다 다만 항상 사람이 많아서 시끌시끌한 건 좀 단점 실망,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.8.11,안주도 맛있고 술도 맛있고 분위기도 좋았습니다 웃음 다만 아쉬운게 있다면 주문시 벨 같은게 없어서 직원분들이 봐줄때까지 손들고 있어야 하는 정도 웃음 재방문 의사 있습니다 웃음,98,안주도 맛있고 술도 맛있고 분위기도 좋았습니다 웃음다만 아쉬운 게 있다면 주문 시 벨 같은 게 없어서 직원분들이 봐줄 때까지 손들고 있어야 하는 정도 웃음 재 방문 의사 있습니다 웃음,1,1,1,0,0,0,0,0,3
느린마을양조장 강남점,2017.8.15,추천받아 갔었고 분위기나 메뉴 이런건 나쁘지않았습니다 중간에 브레이크 타임 있나본데 표시가 안되어있고 입구에서 운영을 안하는줄 다황했어요 그때문인지 안내해주시는분도 친절한 응대는 아니셨다는 아쉬움이 있네요,114,추천받아 갔었고 분위기나 메뉴 이런 건 나쁘지 않았습니다 중간에 브레이크 타임 있나 본데 표시가 안 되어 있고 입구에서 운영을 안 하는 줄 다 황했어요 그 때문인지 안내해주시는 분도 친절한 응대는 아니셨다는 아쉬움이 있네요,1,1,1,0,0,0,0,0,3
느린마을양조장 강남점,2017.8.17,안주도 맛있고 술도 맛있고 매장도 깔끔해서 아주 좋았습니다 남자 3명이 배불리먹고 막걸리도 5병정도 마셨는데 6만6천원으로 저렴하게 잘먹었습니다,81,안주도 맛있고 술도 맛있고 매장도 깔끔해서 아주 좋았습니다 남자 3명이 배불리 먹고 막걸리도 5병 정도 마셨는데 6만 6천 원으로 저렴하게 잘 먹었습니다,1,0,0,1,1,0,0,0,3
느린마을양조장 강남점,2017.8.2,원하는 자리도 배정해주시고 웃음  서비스도 맛도 굳입니다,31,원하는 자리도 배정해주시고 웃음 서비스도 맛도 굿입니다,1,1,1,0,0,0,0,0,3
느린마을양조장 강남점,2017.8.30,막걸리가 맛있어서 종종 갑니다  다만 어제는 먹던 음식에서 고무줄이 나와서 좀 다황스러웠네요 직원분에게 말씀드리니 반납 후 주문취소해주시기는 했는데 그래도 이미 좀 먹은 상태라 기분이 찝찝했습니다 좋아하는 음식점인데 그런 부분은 좀 신경써서 해주셨으면 합니다,145,막걸리가 맛있어서 종종 갑니다 다만 어제는 먹던 음식에서 고무줄이 나와서 좀 당황스러웠네요 직원분에게 말씀드리니 반납 후 주문 취소해 주시기는 했는데 그래도 이미 좀 먹은 상태라 기분이 찝찝했습니다 좋아하는 음식점인데 그런 부분은 좀 신경 써서 해주셨으면 합니다,1,0,1,0,1,0,0,0,3
느린마을양조장 강남점,2017.9.16,펍 분위기에 은은한 조명과 현대적인 인테리어로 막걸리를 와인 마시듯 즐길 수 있는 집이다 막걸리 또한 입맛에 맞게 골라 마실 수 있어서 좋다 개인적으로는 단맛이 덜한 가을과 겨울이 굿 안주는 아주 맛있지는 않았지만 보통 이상은 된 편이다 아쉬운점은 화장실 청소가 안되어 있어 좀 그걸 제외하곤 대체로 만족 웃음,174,펍 분위기에 은은한 조명과 현대적인 인테리어로 막걸리를 와인 마시듯 즐길 수 있는 집이다 막걸리 또한 입맛에 맞게 골라 마실 수 있어서 좋다 개인적으로는 단맛이 덜한 가을과 겨울이 굿 안주는 아주 맛있지는 않았지만 보통 이상은 된 편이 다 아쉬운 점은 화장실 청소가 안 되어 있어 좀 그걸 제외하곤 대체로 만족 웃음,1,1,0,0,1,0,0,0,3
느린마을양조장 강남점,2017.9.18,가격이 조금 있었지만 분위기  음식 다 좋았습니다 웃음,30,가격이 조금 있었지만 분위기 음식 다 좋았습니다 웃음,1,1,0,1,0,0,0,0,3
느린마을양조장 강남점,2017.9.18,항상 붐비는 느린마을에 네이버 예약서비스가 있어서 여유있게 즐길수 있었네요   항상 맛나는 술과 먹거리로 자주가게되는 곳입니다   항상 번창하세요 웃음,84,항상 붐비는 느린마을에 네이버예약 서비스가 있어서 여유 있게 즐길 수 있었네요 항상 맛나는 술과 먹거리로 자주 가게 되는 곳입니다 항상 번창하세요 웃음,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.9.21,막걸리는 역시 명불허전 안주도 맛있지만 가격은 다소 부담 분위기도 좋고 2차로 가기에 딱 좋은 곳,55,막걸리는 역시 명불허전 안주도 맛있지만 가격은 다소 부담 분위기도 좋고 2차로 가기에 딱 좋은 곳,1,1,0,1,0,0,0,0,3
느린마을양조장 강남점,2017.9.21,서비스도좋고 맛도 좋았어요  시끌벅쩍한  강남역에서 이정도면 분위기도굿,39,서비스도 좋고 맛도 좋았어요 시끌벅적 한 강남역에서 이 정도면 분위기도 굿,1,1,1,0,0,0,0,0,3
느린마을양조장 강남점,2017.9.22,언제가도 맛있는 느린마을 양조장이네요웃음 전에는 6명이가서 그런지 룸 잡아주셨는데 이번엔 홀이었네요실망 그래도 벽 옆이라 괜찮았습니다웃음 음식도 막걸리도 너무 좋았어요 웃음,96,언제 가도 맛있는 느린마을양조장이네요 웃음 전에는 6명이 가서 그런지 룸 잡아주셨는데 이번엔 홀이었네요 실망 그래도 벽 옆이라 괜찮았습니다 웃음 음식도 막걸리도 너무 좋았어요 웃음,1,1,0,0,0,1,0,0,3
느린마을양조장 강남점,2017.9.26,식사자리가 외국 손님에게 한국의 전통적 음식과 술의 현대적 해석을 경험 하고자 하는 자리였는데 음료도 음식도 모두 맛있었습니다 다만 공간의 크고 넓은데 뻥 뚫여 있어서 소리가 울리다보니 굉장히 시끄러워서 공무 성격의 모임에는 잘 맞지 않는 것 같습니다,140,식사 자리가 외국 손님에게 한국의 전통적 음식과 술의 현대적 해석을 경험하고자 하는 자리였는데 음료도 음식도 모두 맛있었습니다 다만 공간의 크고 넓은데 뻥 뚫어 있어서 소리가 울리다 보니 굉장히 시끄러워서 공무 성격의 모임에는 잘 맞지 않는 것 같습니다,1,1,0,0,0,1,0,0,3
딘타이펑 강남점,2017.9.28,평일이라 붐비지 않고 편안히 이용했습니다 네이버예약으로 음료수2잔이 무료라 좋았어요,47,평일이라 붐비지 않고 편안히 이용했습니다 네이버예약으로 음료수 2잔이 무료라 좋았어요,0,1,1,0,0,1,0,0,3
딘타이펑 강남점,2017.9.30,일반 샤오룽바오 새우샤오룽바오 새우볶음면 먹었습니다 네이버 예약하니까 아이스티에이드 무료로 주셨습니다 맛은 좋았는데 새우샤오룽바오는 실망스럽더라고요 일반 샤오룽바오 추천합니다 볶음면도 매콥하고 맛있었어요,113,일반 샤오룽바오 새우샤오룽바오 새우볶음면 먹었습니다 네이버예약하니까 아이스티 에이드 무료로 주셨습니다 맛은 좋았는데 새우샤오룽바오는 실망스럽더라고요 일반 샤오룽바오 추천합니다 볶음 면도 매콤하고 맛있었어요,1,0,1,0,0,1,0,0,3
느린마을양조장 강남점,2017.9.6,사람이 많아서 주문이 쉽지 않았습니다 서버가 부족한 느낌 입니다 음식이랑 술은 맛있었습니다 근데 봄 여름 가을 겨울 막걸리 맛 차이가 있는지 모르겠네요,84,사람이 많아서 주문이 쉽지 않았습니다 서버가 부족한 느낌입니다 음식이랑 술은 맛있었습니다 근데 봄 여름 가을 겨울 막걸리 맛 차이가 있는지 모르겠네요,1,1,1,0,0,0,0,0,3
딘타이펑 강남점,2018.1.10,맛은 있었는데 전체적으로 어수선한 느낌 이었습니다 직원분들도 이제 막 일을 배우기 시작한 분들 같았구요 꿔바로우는 찹쌀이 쫀득하게 씹히  는게 아니라 입안에서 찹쌀풀처럼 퍼지는 느낌이었습니다 샤오룽바오가 제일 맛있었습니다,124,맛은 있었는데 전체적으로 어수선한 느낌이었습니다 직원분들도 이제 막 일을 배우기 시작한 분들 같았고요 꿔 바로는 찹쌀이 쫀득하게 씹히는 게 아니라 입안에서 찹쌀 풀처럼 퍼지는 느낌이었습니다 샤오룽바오가 제일 맛있었습니다,1,1,1,0,0,0,0,0,3
