,store_name,date,review,length,review_check,check_length,menu,mood,service,price,clean,room,parking,photo,sum,helpful,맛,맛집,메뉴_음식,친절_직원,때,예약,가격,분위기,추천,store,딘타이펑,백억하누,화기애애,라그릴리아,강남진해장,구스,파파야리프,고양이부엌,시골야채된장,을밀대,담소,청류벽,기리야마,시카고,대려도,신부자,봉추찜닭,리샨,Pavox,삼거리,느린마을,봉피양
1332,백억하누 강남본점,2022-06-07,직원분들듀 친절하고 밑반찬까지 너무 좋았어요 메인인 한우는 말해머해 너무 맛있어용,45,직원분들 두 친절하고 밑반찬까지 너무 좋았어요 메인인 한우는 말해 머 해 너무 맛있어요,48,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,백억하누 강남본점,2022-06-08,매장이 넓고 사장님이 되게 친절하셔서 밥 먹는 내내 기분이 좋았네요 웃음 음식도 맛있구 양도 엄청 많아영,58,매장이 넓고 사장님이 되게 친절하셔서 밥 먹는 내내 기분이 좋았네요 웃음 음식도 맛있고 양도 엄청 많아요,58,1,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,강남진해장,2022-06-09,해장국 양 많고 맛있는데 일하시는 아줌마들이 젊은 사람이 가면 그냥 인사도 잘 안해요 딱 불친절의 표본,57,해장국 양 많고 맛있는데 일하시는 아줌마들이 젊은 사람이 가면 그냥 인사도 잘 안 해요 딱 불친절의 표본,58,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,라그릴리아 SPC스퀘어점,2022-07-11,교적 넓어서 단체 가기 좋음,15,교적 넓어서 단체가기 좋음,14,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,라그릴리아 SPC스퀘어점,2022-07-17,맛있고 친절했어요,9,맛있고 친절했어요,9,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,백억하누 강남본점,2022-07-22,강남역에서 모임하기 좋은 무난한 장소입니다 개인적으로 생각하는 단점을 굳이 꼽자면 주류 가격이 다소 높다는 점이네요,64,강남역에서 모임 하기 좋은 무난한 장소입니다 개인적으로 생각하는 단점을 굳이 꼽자면 주류 가격이 다소 높다는 점이네요,65,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,강남진해장,2022-07-28,양념은 맛나요반찬도 맛있고근데 곱창에 실망 곱하나도 없고얄팍해서 씹는 식감도 없네요원래 곱창전골이 이런맛인가요친절하고 깔끔은 합니다,73,양념은 맛있어요 반찬도 맛있고 근데 곱창에 실망 곱 하나도 없고 얄팍해서 씹는 식감도 없네요 원래 곱창전골이 이런 맛인가요 친절하고 깔끔은 합니다,81,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,라그릴리아 SPC스퀘어점,2022-07-03,예약없이 방문하면 의미없이 10분간 매장 앞에 대기하라고 합니다 안에 자리가 텅텅 비어있는데도 10분간 대기하라고 하는 이유를 모르겠네요,76,예약 없이 방문하면 의미 없이 10분간 매장 앞에 대기하라고 합니다 안에 자리가 텅텅 비어 있는데도 10분간 대기하라고 하는 이유를 모르겠네요,79,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,라그릴리아 SPC스퀘어점,2022-07-05,하얀옷 입으신 덩치있는 분 매니저 같은분 좀 불친절했어요  지인이랑 처음 방문했는데 기대 이하였습니다,56,하얀 옷 입으신 덩치 있는 분 매니저 같은 분 좀 불친절했어요 지인이랑 처음 방문했는데 기대 이하였습니다,58,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,백억하누 강남본점,2022-07-06,깨끗하고 청결하니 음식도 믿고 먹을 수이썼어요 한우 상태도 너무 좋고 맛나게 외식해써요 굳,50,깨끗하고 청결하니 음식도 믿고 먹을 수 있었어요 한우 상태도 너무 좋고 맛나게 외식했어요 굿,51,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,백억하누 강남본점,2022-07-06,다같이 먹구 다같이 한우에 뿅 갔어요 앞으로 많이 먹으러 올듯요 단골예약이요,42,다 같이 먹고 다 같이 한우에 뿅 갔어요 앞으로 많이 먹으러 올 듯단 골 예약이요,45,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,백억하누 강남본점,2022-08-01,3명이 가서 34인분 삼합을 먹었는데 이것만 먹기엔 양이 적었어요 사이드로 두개추가해서 밥먹었어요,54,3명이 가서 34인분 삼합을 먹었는데 이것만 먹기엔 양이 적었어요 사이드로 두 개 추가해서 밥 먹었어요,57,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,강남진해장,2022-08-18,강남역으로 자주 갈일이 없어졌지만 가게되어 식사를 하게 된다면 꼭 들리는 집 이네요  오랜만에 들려 먹었는데 여전히 진하고 감칠맛 풍부한 훌륭한 한끼였습니다  개인적으로는 내용물에 비해 상당히 경제적인것 같은데  잘 먹고 갑니다 웃음  겉따속따,136,강남역으로 자주 갈 일이 없어졌지만 가게 되어 식사를 하게 된다면 꼭 들리는 집이네요 오랜만에 들려 먹었는데 여전히 진하고 감칠맛 풍부한 훌륭한 한 끼였습니다 개인적으로는 내용물에 비해 상당히 경제적인 것 같은데 잘 먹고 갑니다 웃음 겉따속따,135,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,백억하누 강남본점,2022-08-03,삼합 맛있습니다  직접 구워주셔서 편합니다,23,삼합 맛있습니다 직접 구워주셔서 편합니다,22,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,백억하누 강남본점,2022-08-05,불판에 살짝 데여서 화상 입었는데 친절하게 연고도 챙겨주시고 맛도 너무 맛있었어요 웃음,48,불판에 살짝 데여서 화상 입었는데 친절하게 연고도 챙겨주시고 맛도 너무 맛있었어 웃음,47,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,라그릴리아 SPC스퀘어점,2022-08-09,친절하고 맛나고 위치도 편하고,16,친절하고 맛나고 위치도 편하고,16,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,백억하누 강남본점,2019-10-01,외국인 친구들이랑 단체로 다녀왔어요 엄청 잘먹어서 놀란 웃음 잘먹었습니다,40,외국인 친구들이랑 단체로 다녀왔어요 엄청 잘 먹어서 놀란 웃음 잘 먹었습니다,42,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,딘타이펑 강남점,2019-10-01,항상 친절하고 음식도 맛있어서 매우만족합니다,24,항상 친절하고 음식도 맛있어서 매우 만족합니다,25,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,시골야채된장,2019-10-10,건강해지는 맛이고 시골 할머니댁에서 먹었던 맛이에요,28,건강해지는 맛이 고 시골 할머니 댁에서 먹었던 맛이에요,30,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,느린마을양조장 강남점,2019-10-10,편안한 분위기 맛있는 술,13,편안한 분위기 맛있는 술,13,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1352,백억하누 강남본점,2019-10-11,여러명이서 먹기에는 삼합이 딱이에요 웃음 고기랑 해산물이 같이 있어서 싫어하는 사람없이 먹을수있답니다,56,여러 명이서 먹기에는 삼합이 딱 이에 웃음 고기랑 해산물이 같이 있어서 싫어하는 사람 없이 먹을 수 있답니다,60,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,느린마을양조장 강남점,2019-10-11,예약하고 가니 바로 앉을수 있어서 좋았어요    막걸리도 맛있고 음식도 깔끔합니다,45,예약하고 가니 바로 앉을 수 있어서 좋았어요 막걸리도 맛있고 음식도 깔끔합니다,43,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1354,화기애애 강남역점,2019-10-12,안창살이 맛있던거 같아요  금요일에는 사람이 많네요,28,안창살이 맛있던 거 같아요 금요일에는 사람이 많네요,28,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,백억하누 강남본점,2019-10-12,재료들이 싱싱해서 비린내 없고 식감도 좋았어요 예약하고 오니까편하고 좋네요  기다림이 없어서 어른들 모시기에 좋아요  맛도있고 건강도 챙기고,78,재료들이 싱싱해서 비린내 없고 식감도 좋았어요 예약하고 오니까 편하고 좋네요 기다림이 없어서 어른들 모시기에 좋아 이 맛도 있고 건강도 챙기고,79,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,딘타이펑 강남점,2019-10-16,음식도 빠르게나오고 맛있게잘먹었습니다,20,음식도 빠르게 나오고 맛있게 잘 먹었습니다,23,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,딘타이펑 강남점,2019-10-16,항상 친절하고 깔끔한 서비스 만족스럽네요,22,항상 친절하고 깔끔한 서비스 만족스럽네요,22,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,딘타이펑 강남점,2019-10-18,서비스도 좋고 맛도좋구 만족해요,17,서비스도 좋고 맛도 좋고 만족해요,18,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,오리지널시카고피자,2019-10-18,강남점은 처음인데 생각보다 사람도 많지않고 맛도 제가 알던 시카고피자맛,39,강남점은 처음인데 생각보다 사람도 많지 않고 맛도 제가 알던 시카고피자 맛,41,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,화기애애 강남역점,2019-10-02,가격대비 너무 좋네요 분위기도 생각했던것보다 좋아서 깜짝 놀랐습니다 다음에도 다시 올 예정입니다 웃음 회식하는 분들 여기 추천이요,72,가격 대비 너무 좋네요 분위기도 생각했던 것보다 좋아서 깜짝 놀랐습니다 다음에도 다시 올 예정입니다 웃음 회식하는 분들 여기 추천이요,74,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,백억하누 강남본점,2019-10-21,건강도 챙기는 메뉴인 것 같아요 한우랑 전복이랑 너무 잘 어울려서 계속 같이 먹었어요 가족들이랑 와도좋을것 같습니당,64,건강도 챙기는 메뉴인 것 같아한 우랑 전복이랑 너무 잘 어울려서 계속 같이 먹었어요 가족들이랑 와도 좋을 것 같습니다,65,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,딘타이펑 강남점,2019-10-21,공간도 넓고 직원들도 친절하셨습니다,19,공간도 넓고 직원들도 친절하셨습니다,19,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,대려도,2019-10-21,룸 조용하고 맛있어요 탕수육 짱,17,룸 조용하고 맛있어 탕수육짱,15,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1364,백억하누 강남본점,2019-10-22,너무부드러운고기와 대접받는듯한느낌이 물씬드는곳 들어가는 입구부터 예쁘고 뭐하나 안예쁜게없음 웃음 음식은 믿고먹습니닷,64,너무 부드러운 고기와 대접받는 듯한 느낌이 물씬 드는 곳들 어가는 입구부터 예쁘고 뭐 하나 안 예쁜 게 없음 웃음 음식은 믿고 먹습니다,75,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,백억하누 강남본점,2019-10-22,친절하고 맛있었어요 고기색이 예술웃음,20,친절하고 맛있었어요 고기 색이 예술 웃음,22,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,백억하누 강남본점,2019-10-23,어른들이랑 식사자리하기 딱 좋아요 맛있으면서 전복에 한우까지 웃음 잘먹고 가요,43,어른들이랑 식사 자리하기 딱 좋아 맛있으면서 전복에 한우까지 웃음 잘 먹고 가요,44,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,백억하누 강남본점,2019-10-24,가족들과의 소중한시간을 뜻깊게보내기위해 뭘해야할까 고민하다가찾은 백억하누인데 이름값하는것같네요 웃음 뭐가이렇게맛있죠,64,가족들과의 소중한 시간을 뜻깊게 보내기 위해 뭘 해야 할까 고민하다가 찾은 백억하누인데 이름값하는 것 같네요 웃음 뭐가 이렇게 맛있죠,74,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,백억하누 강남본점,2019-10-24,장소가 좀 테이블이 좁은느낌  그거빼고 고기맛 다 만족이요,32,장소가 좀 테이블이 좁은 느낌 그거 빼고 고기 맛 다 만족이요,34,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,리샨 삼성타운점,2019-10-24,조용하고 편한 분위기  깔끔한 맛,18,조용하고 편한 분위기 깔끔한 맛,17,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1370,화기애애 강남역점,2019-10-28,아늑한 분위기에서 맛있는 고기를 먹을 수 있어서 좋았습니다,32,아늑한 분위기에서 맛있는 고기를 먹을 수 있어서 좋았습니다,32,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,백억하누 강남본점,2019-10-03,이벤트 떴길래 예약합니다  언제나 만족스럽게 먹고 갑니다,31,이벤트 떴길래 예약합니다 언제나 만족스럽게 먹고 갑니다,30,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,백억하누 강남본점,2019-10-04,전복삼합 가성비 좋은것같아요 전복도 활전복이라 그런지 더 맛있는것 같구요 양도 생각보다 많네요 한번씩 먹기에 좋을것 같습니다 웃음,72,전복삼합가성비 좋은 것 같아요 전복도 활전복이라 그런지 더 맛있는 것 같구요 양도 생각보다 많네요 한 번씩 먹기에 좋을 것 같습니다 웃음,76,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,느린마을양조장 강남점,2019-10-04,맛있고 친절해서 늘 가는곳이에요,17,맛있고 친절해서 늘 가는 곳이에요,18,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1374,백억하누 강남본점,2019-10-05,맛은잇엇는데 가격대비로는 별로엿습니다,20,맛은 잇엇는 데 가격 대비로는 별로였습니다,23,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,느린마을양조장 강남점,2019-10-06,분위기도 좋고 맛도 좋았습니다,16,분위기도 좋고 맛도 좋았습니다,16,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1376,백억하누 강남본점,2019-10-07,아6인예약하면 서비스를주시는거구나 웃음 가볍게보고 몰랐다가 후식서비스받으니까 기분이2배로좋았습니다 웃음,57,아 6인 예약하면 서비스를 주시는 거구나 웃음 가볍게 보고 몰랐다가 후식 서비스 받으니까 기분이 2배로 좋았습니다 웃음,66,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,백억하누 강남본점,2019-10-07,대가족모임에 시끄러우셨을텐데 웃음 맛있게잘먹었습니다 고기도전복도 신선한거같았어요,44,대가족 모임에 시끄러우셨을 텐데 웃음 맛있게 잘 먹었습니다 고기도 전복도 신선한 거 같았어요,51,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,백억하누 강남본점,2019-10-09,간만에 불고기 배터지게 먹고왔습니다 웃음 기본찬도 잘 나오고 직원분들도 친절하셔서 더 맛있게 먹었네요,56,오래간만에 불고기 배 터지게 먹고 왔습니다 웃음 기본 찬도 잘 나오고 직원분들도 친절하셔서 더 맛있게 먹었네요,61,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,백억하누 강남본점,2019-11-11,겨울대비 몸보신 잘하구 갑니다  고기질도 괜찮고 같이간 친구들도 맛있다고하네요,43,겨울 대비 몸보신 잘하고 갑니다 고기질도 괜찮고 같이 간 친구들도 맛있다고 하네요,45,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,백억하누 강남본점,2019-11-12,깔끔하고 맛있었습니다 다음에 또 갈께요,21,깔끔하고 맛있었습니다 다음에 또 갈게요,21,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,딘타이펑 강남점,2019-11-13,맛도 좋고 특히 서비스가 좋아서 다들 너무 만족했습니다,30,맛도 좋고 특히 서비스가 좋아서 다들 너무 만족했습니다,30,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,느린마을양조장 강남점,2019-11-14,아기자기하게 맛있는 가게입니다 외국분들도 좋아하시더라구요웃음,33,아기자기하게 맛있는 가게입니다 외국 분들도 좋아하시더라고 웃음,34,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1383,느린마을양조장 강남점,2019-11-16,항상 갈때마다 만족해요  예약도 되있었고 음식도 맛있었어요,32,항상 갈 때마다 만족해요 예약도 돼 있었고 음식도 맛있었어요,33,1,0,0,0,0,1,0,0,2,0,1,0,1,0,1,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1384,화기애애 강남역점,2019-11-17,강남역 약속 있으면 늘 가요웃음 추워지니 누룽지가 넘 맛있네요,34,강남역 약속 있으면 늘 가요 웃음 추워지니 누룽지가 너무 맛있네요,36,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,라그릴리아 SPC스퀘어점,2019-11-19,매장이 깨끗하고 친절하십니다,15,매장이 깨끗하고 친절하십니다,15,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,백억하누 강남본점,2019-11-20,네이버 예약하면 서비스로 된장찌게 아니면 음료수 준다 해놓고 아무것도 안나오데요  이럴꺼면 네이버 예약 하질 말던가요,65,네이버예약하면 서비스로 된장찌개 아니면 음료수 준다 해놓고 아무것도 안 나오데요 이럴 거면 네이버예약하질 말던가요,63,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,딘타이펑 강남점,2019-11-20,메뉴가 생소해서 주문받는 직원분께 계속 물어보고 고르느라 시간이 많이걸렸는데 바쁜 점심시간에도 너무친절하게 설명해주셔서 좋았어요 중간중간 필요한것들 알아서 치워주시고 리필해주시고 음식도 너무맛있었어요 최고입니다,117,메뉴가 생소해서 주문받는 직원분께 계속 물어보고 고르느라 시간이 많이 걸렸는데 바쁜 점심시간에도 너무 친절하게 설명해주셔서 좋았어 중간중간 필요한 것들 알아서 치워주시고 리필해 주시고 음식도 너무 맛있었어요 최고입니다,121,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,백억하누 강남본점,2019-11-21,가족들끼리 자주갑니다 늘맛있어요,17,가족들끼리 자주 갑니다 늘 맛있어요,19,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,느린마을양조장 강남점,2019-11-22,10명 예약했는데 8명자리주고 몇명이 좀 늦었더니 10명 다 안오면 자리 옮기라고 압박결국10명 다 왔음 이미 여러번 방문했는데 카운터에 계신 여자분은 한결같이 불친절하시고 무례하시네요 짜증나서 이제 안가려구요 별 1개도 아까워요,128,10명 예약했는데 8명 자리 주고 몇 명이 좀 늦었더니 10명 다 안 오면 자리 옮기라고 압박 결국 10명 다 왔음 이미 여러 번 방문했는데 카운터에 계신 여자분은 한결같이 불친절하시고 무례하시네요 짜증나서 이제 안 가려구요 별 한개도 아까워요,136,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1390,백억하누 강남본점,2019-11-26,이벤트해서 냉큼 예약  가끔 오는곳인데 이벤트 자주하면 좋을거 같아요  이번에도 입이 행복합니다,53,이벤트 해서 냉큼 예약 가끔 오는 곳인데 이벤트 자주 하면 좋을 거 같아요 이번에도 입이 행복합니다,55,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,느린마을양조장 강남점,2019-11-26,분위기 좋고 특히 술 맛은 아주 좋았어요  그런데 안주가 양이 좀 적고 맛이 약간 부족해서 아쉽네요,55,분위기 좋고 특히 술맛은 아주 좋았어요 그런데 안주가 양이 좀 적고 맛이 약간 부족해서 아쉽네요,53,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1392,백억하누 강남본점,2019-11-27,직원분들도 친절하고 음식도 맛있었어요,20,직원분들도 친절하고 음식도 맛있었어요,20,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,백억하누 강남본점,2019-11-29,언제 가도 좋은 곳이네요  여름에는 앞에 정원이 있는 가든 같고  겨울에도 따뜻한 느낌이 들어요  잘 먹고 갑니다,63,언제 가도 좋은 곳이네요 여름에는 앞에 정원이 있는 가든 같고 겨울에도 따뜻한 느낌이 들어요 잘 먹고 갑니다,60,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,백억하누 강남본점,2019-11-29,맛있었어요  직원분들도 친절하고요,18,맛있었어요 직원분들도 친절하고요,17,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,딘타이펑 강남점,2019-11-29,매우 잘먹었네요 네이버 예약하니 에이드를 주셨는데 너무 맛있었어요,36,매우 잘 먹었네요 네이버예약하니 에이드를 주셨는데 너무 맛있었어요,36,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,화기애애 강남역점,2019-11-30,분위기나 서비스는 나쁘지 않았어요 테이블이 좀 많이 협소해요 6인용 않았는데 접시 놓을 자리도 없었네요,57,분위기나 서비스는 나쁘지 않았어요 테이블이 좀 많이 협소해 6인용 앉았는데 접시 놓을 자리도 없었네요,56,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
